"","participant","age","place","item","value","agreement","Sum","Svartid"
"1045","21795014","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 10 sekund"
"1046","21795022","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 2 sekund"
"1047","21795036","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 21 sekund"
"1048","21795037","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 33 sekund"
"1049","21795052","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 13 sekund"
"1050","21795054","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","41 sekund"
"1051","21795056","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 13 sekund"
"1052","21795058",">70","Herøy","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 15 sekund"
"1053","21795066","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 47 sekund"
"1054","21795070","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 11 sekund"
"1055","21795080","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 8 sekund"
"1056","21795131","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","46 sekund"
"1057","21795134","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","51 sekund"
"1058","21795141","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","47 sekund"
"1059","21795170","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","35 sekund"
"1060","21795187","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 26 sekund"
"1061","21795197","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","53 sekund"
"1062","21795199","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","44 sekund"
"1063","21795208","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","43 sekund"
"1064","21795210","50-59","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 55 sekund"
"1065","21795248",">70","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 12 sekund"
"1066","21795338","50-59","ØRSTA","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 22 sekund"
"1067","21795351","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 43 sekund"
"1068","21795360","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 9 sekund"
"1069","21795372","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"1070","21795417","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 2 sekund"
"1071","21795513","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1072","21795535","50-59","volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 48 sekund"
"1073","21795539","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1074","21795542",">70","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 36 sekund"
"1075","21795552","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 41 sekund"
"1076","21795560","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 34 sekund"
"1077","21795561","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","47 sekund"
"1078","21795566","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 2 sekund"
"1079","21795572","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 14 sekund"
"1080","21795590","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","50 sekund"
"1081","21795837","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","58 sekund"
"1082","21795841","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","55 sekund"
"1083","21795846","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","42 sekund"
"1084","21795853","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","51 sekund"
"1085","21795858","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","54 sekund"
"1086","21795877","30-39","Ørsya","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","27 sekund"
"1087","21795879","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 49 sekund"
"1088","21795886","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 10 sekund"
"1089","21796000","50-59","Voldinje","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 21 sekund"
"1090","21796020","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","54 sekund"
"1091","21796034","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1092","21796066","60-69","Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 4 sekund"
"1093","21796071","50-59","Sande","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","48 sekund"
"1094","21796075","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt"
"1095","21796078","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 34 sekund"
"1096","21796079","30-39","Ørstinje","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 26 sekund"
"1097","21796082",">70","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 27 sekund"
"1098","21796091","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 56 sekund"
"1099","21796098","30-39","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1100","21796110","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 2 sekund"
"1101","21796112","40-49","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1102","21796116","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","56 sekund"
"1103","21796228","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","55 sekund"
"1104","21796242","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","54 sekund"
"1105","21796244","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","4 minutt 19 sekund"
"1106","21796249","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 57 sekund"
"1107","21796250","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 13 sekund"
"1108","21796274","40-49","Ørsta/Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 43 sekund"
"1109","21796292","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","53 sekund"
"1110","21796405","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 29 sekund"
"1111","21796450","30-39","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","39 sekund"
"1112","21797093","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1113","21797447","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 17 sekund"
"1114","21797461","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 14 sekund"
"1115","21797765","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","38 sekund"
"1116","21797770","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt"
"1117","21797778","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 2 sekund"
"1118","21797789","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","34 sekund"
"1119","21797869","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 4 sekund"
"1120","21797870","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 44 sekund"
"1121","21797873","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 18 sekund"
"1122","21797881","50-59","Herøy","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 49 sekund"
"1123","21797883","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 59 sekund"
"1124","21797884","50-59","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 23 sekund"
"1125","21797899","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 4 sekund"
"1126","21797902","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 3 sekund"
"1127","21797903","50-59","Volda/Ålesund","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 20 sekund"
"1128","21797905","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt"
"1129","21797948","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 41 sekund"
"1130","21798161",">70","Sula","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1131","21798200","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","52 sekund"
"1132","21798201","60-69","Hareid","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 3 sekund"
"1133","21798203","60-69","Ørsts","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 23 sekund"
"1134","21798212","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 49 sekund"
"1135","21798250","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt"
"1136","21798251","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","50 sekund"
"1137","21798254","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 31 sekund"
"1138","21798753","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 20 sekund"
"1139","21799060","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","53 sekund"
"1140","21799065","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 25 sekund"
"1141","21799068","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 13 sekund"
"1142","21799070","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 33 sekund"
"1143","21799073","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 19 sekund"
"1144","21799080","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 11 sekund"
"1145","21799083","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 16 sekund"
"1146","21799087","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","54 sekund"
"1147","21799088","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","55 sekund"
"1148","21799090","40-49","Ørsts","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 34 sekund"
"1149","21799098","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 44 sekund"
"1150","21799221","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 21 sekund"
"1151","21799621","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 23 sekund"
"1152","21799633","40-49","Herøy","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 11 sekund"
"1153","21799636","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 28 sekund"
"1154","21799642","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 43 sekund"
"1155","21799684","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 6 sekund"
"1156","21800070","30-39","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","3 minutt 14 sekund"
"1157","21800103","50-59","Herøy","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 3 sekund"
"1158","21800119","50-59","volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 59 sekund"
"1159","21800121","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"1160","21800183","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 24 sekund"
"1161","21800187",">70","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 34 sekund"
"1162","21800243","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 14 sekund"
"1163","21800245","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"1164","21800251","50-59","Herøy","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 14 sekund"
"1165","21800254","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 25 sekund"
"1166","21800258",">70","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 1 sekund"
"1167","21800316","40-49","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","58 sekund"
"1168","21800337","50-59","Vanylven","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 26 sekund"
"1169","21800349","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 7 sekund"
"1170","21800455","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 8 sekund"
"1171","21800467","50-59","Fosnavåg","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","55 sekund"
"1172","21800478","50-59","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 11 sekund"
"1173","21800555","60-69","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","5 minutt 16 sekund"
"1174","21800579","50-59","Hareid","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","2 minutt 1 sekund"
"1175","21800822","60-69","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 53 sekund"
"1176","21800914","50-59","Volda","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","1 minutt 5 sekund"
"1177","21801231","40-49","Ørsta","Saumane.i.kåpene.e..SYDD...SYDDE...ikkje.spleisa","sydde",1,"0","51 sekund"
"1178","21794624","30-39","Fjord","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","1 minutt 48 sekund"
"1179","21794767","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","1 minutt 4 sekund"
"1180","21794947","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","1 minutt 8 sekund"
"1181","21796020","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","54 sekund"
"1182","21796078","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","1 minutt 34 sekund"
"1183","21796079","30-39","Ørstinje","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","1 minutt 26 sekund"
"1184","21797447","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","1 minutt 17 sekund"
"1185","21797475","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","58 sekund"
"1186","21799068","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","1 minutt 13 sekund"
"1187","21799069","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","51 sekund"
"1188","21800383","60-69","Ålesund","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skadd",0,"0","1 minutt 40 sekund"
"1189","21794093","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 6 sekund"
"1190","21794628","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","44 sekund"
"1191","21794643","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 14 sekund"
"1192","21794667","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","58 sekund"
"1193","21794670","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","59 sekund"
"1194","21794673","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 8 sekund"
"1195","21794675","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 5 sekund"
"1196","21794680","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 33 sekund"
"1197","21794681","60-69","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","3 minutt 56 sekund"
"1198","21794683","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","49 sekund"
"1199","21794685","60-69","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 16 sekund"
"1200","21794690","40-49","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 2 sekund"
"1201","21794696","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 36 sekund"
"1202","21794699","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","2 minutt 2 sekund"
"1203","21794761","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","47 sekund"
"1204","21794763","20-29","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","52 sekund"
"1205","21794764","40-49","Ulstein","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 1 sekund"
"1206","21794772","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 26 sekund"
"1207","21794780","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","47 sekund"
"1208","21794785","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 6 sekund"
"1209","21794798","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 13 sekund"
"1210","21794801","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","46 sekund"
"1211","21794818","30-39","Sula","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","45 sekund"
"1212","21794822","20-29","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 4 sekund"
"1213","21794831","50-59","Ørsta (utflytta i over 35 år)","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 32 sekund"
"1214","21794832","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 29 sekund"
"1215","21794833","50-59","Ulstein","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","3 minutt 16 sekund"
"1216","21794834","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 29 sekund"
"1217","21794836","30-39","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 36 sekund"
"1218","21794857","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 1 sekund"
"1219","21794858","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 1 sekund"
"1220","21794859","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 18 sekund"
"1221","21794945","50-59","Vanylven","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 5 sekund"
"1222","21794946","50-59","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 18 sekund"
"1223","21794952","30-39","Vanylven","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","51 sekund"
"1224","21794954","40-49","Sykkylven","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 14 sekund"
"1225","21794967","30-39","Volda","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 12 sekund"
"1226","21794968","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 42 sekund"
"1227","21794973","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","49 sekund"
"1228","21794974","40-49","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","20 sekund"
"1229","21794976","50-59","Ørsta","Om.lag.150.av.butikkane.på.marknaden.va..SKADD...SKADA..eller.sto.i.brann","skada",0,"0","1 minutt 48 sekund"
